[18:24:04] [main/INFO]: ModLauncher running: args [--username, DCtime, --version, forge-43.2.14, --gameDir, C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies, --assetsDir, C:\Users\danie\curseforge\minecraft\Install\assets, --assetIndex, 1.19, --uuid, 553fb82d2e40495a862effddc73623ce, --accessToken, ????????, --clientId, MTQwYWY5NGQtNjVlNC00MjAxLWE2MTQtYzQ0ZmE1ZThjZDE2, --xuid, 2535464530347622, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.14, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[18:24:04] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.3 by Microsoft; OS Windows 10 arch amd64 version 10.0
[18:24:04] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/danie/curseforge/minecraft/Install/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2397!/ Service=ModLauncher Env=CLIENT
[18:24:04] [main/INFO]: Found mod file architectury-6.5.85-forge.jar of type MOD with provider {mods folder locator at C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies\mods}
[18:24:04] [main/INFO]: Found mod file CraftTweaker-forge-1.19.2-10.1.45.jar of type MOD with provider {mods folder locator at C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies\mods}
[18:24:04] [main/INFO]: Found mod file DefaultWorldType-1.19.1-3.1.0.jar of type MOD with provider {mods folder locator at C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies\mods}
[18:24:04] [main/INFO]: Found mod file ExNihiloSequentia-1.19.2-4.2.0.53.jar of type MOD with provider {mods folder locator at C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies\mods}
[18:24:04] [main/INFO]: Found mod file ftb-library-forge-1902.3.19-build.214.jar of type MOD with provider {mods folder locator at C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies\mods}
[18:24:04] [main/INFO]: Found mod file ftb-quests-forge-1902.4.17-build.240.jar of type MOD with provider {mods folder locator at C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies\mods}
[18:24:04] [main/INFO]: Found mod file ftb-teams-forge-1902.2.13-build.100.jar of type MOD with provider {mods folder locator at C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies\mods}
[18:24:04] [main/INFO]: Found mod file ilikewood-1.19.2-10.2.0.1.jar of type MOD with provider {mods folder locator at C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies\mods}
[18:24:04] [main/INFO]: Found mod file item-filters-forge-1902.2.9-build.51.jar of type MOD with provider {mods folder locator at C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies\mods}
[18:24:04] [main/INFO]: Found mod file jei-1.19.2-forge-11.6.0.1015.jar of type MOD with provider {mods folder locator at C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies\mods}
[18:24:04] [main/INFO]: Found mod file LibX-1.19.2-4.2.8.jar of type MOD with provider {mods folder locator at C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies\mods}
[18:24:04] [main/INFO]: Found mod file Placebo-1.19.2-7.2.0.jar of type MOD with provider {mods folder locator at C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies\mods}
[18:24:04] [main/INFO]: Found mod file progressthroughskies-1.19.2-0.0.2.jar of type MOD with provider {mods folder locator at C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies\mods}
[18:24:04] [main/INFO]: Found mod file questsadditions-1.19.2-1.4.2.jar of type MOD with provider {mods folder locator at C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies\mods}
[18:24:04] [main/INFO]: Found mod file SkyblockBuilder-1.19.2-4.2.10.jar of type MOD with provider {mods folder locator at C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies\mods}
[18:24:04] [main/INFO]: Found mod file ToastControl-1.19.2-7.0.0.jar of type MOD with provider {mods folder locator at C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies\mods}
[18:24:05] [main/WARN]: Mod file C:\Users\danie\curseforge\minecraft\Install\libraries\net\minecraftforge\fmlcore\1.19.2-43.2.14\fmlcore-1.19.2-43.2.14.jar is missing mods.toml file
[18:24:05] [main/WARN]: Mod file C:\Users\danie\curseforge\minecraft\Install\libraries\net\minecraftforge\javafmllanguage\1.19.2-43.2.14\javafmllanguage-1.19.2-43.2.14.jar is missing mods.toml file
[18:24:05] [main/WARN]: Mod file C:\Users\danie\curseforge\minecraft\Install\libraries\net\minecraftforge\lowcodelanguage\1.19.2-43.2.14\lowcodelanguage-1.19.2-43.2.14.jar is missing mods.toml file
[18:24:05] [main/WARN]: Mod file C:\Users\danie\curseforge\minecraft\Install\libraries\net\minecraftforge\mclanguage\1.19.2-43.2.14\mclanguage-1.19.2-43.2.14.jar is missing mods.toml file
[18:24:05] [main/INFO]: Found mod file fmlcore-1.19.2-43.2.14.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@31ff1390
[18:24:05] [main/INFO]: Found mod file javafmllanguage-1.19.2-43.2.14.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@31ff1390
[18:24:05] [main/INFO]: Found mod file lowcodelanguage-1.19.2-43.2.14.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@31ff1390
[18:24:05] [main/INFO]: Found mod file mclanguage-1.19.2-43.2.14.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@31ff1390
[18:24:05] [main/INFO]: Found mod file client-1.19.2-20220805.130853-srg.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@31ff1390
[18:24:05] [main/INFO]: Found mod file forge-1.19.2-43.2.14-universal.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@31ff1390
[18:24:05] [main/INFO]: No dependencies to load found. Skipping!
[18:24:06] [main/INFO]: Compatibility level set to JAVA_17
[18:24:06] [main/INFO]: Launching target 'forgeclient' with arguments [--version, forge-43.2.14, --gameDir, C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies, --assetsDir, C:\Users\danie\curseforge\minecraft\Install\assets, --uuid, 553fb82d2e40495a862effddc73623ce, --username, DCtime, --assetIndex, 1.19, --accessToken, ????????, --clientId, MTQwYWY5NGQtNjVlNC00MjAxLWE2MTQtYzQ0ZmE1ZThjZDE2, --xuid, 2535464530347622, --userType, msa, --versionType, release, --width, 1024, --height, 768]
[18:24:06] [main/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[18:24:06] [main/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[18:24:09] [pool-3-thread-1/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[18:24:09] [pool-3-thread-1/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[18:24:09] [pool-3-thread-1/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[18:24:09] [pool-3-thread-1/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[18:24:10] [pool-3-thread-1/INFO]: Building unoptimized datafixer
[18:24:11] [Render thread/WARN]: Assets URL 'union:/C:/Users/danie/curseforge/minecraft/Install/libraries/net/minecraft/client/1.19.2-20220805.130853/client-1.19.2-20220805.130853-srg.jar%23183!/assets/.mcassetsroot' uses unexpected schema
[18:24:11] [Render thread/WARN]: Assets URL 'union:/C:/Users/danie/curseforge/minecraft/Install/libraries/net/minecraft/client/1.19.2-20220805.130853/client-1.19.2-20220805.130853-srg.jar%23183!/data/.mcassetsroot' uses unexpected schema
[18:24:11] [Render thread/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[18:24:12] [Render thread/INFO]: Setting user: DCtime
[18:24:13] [Render thread/INFO]: Backend library: LWJGL version 3.3.1 build 7
[18:24:13] [modloading-worker-0/INFO]: Registering S2C receiver with id architectury:sync_ids
[18:24:13] [modloading-worker-0/INFO]: Registering C2S receiver with id architectury:sync_ids
[18:24:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftblibrary:edit_nbt
[18:24:13] [modloading-worker-0/INFO]: Registering C2S receiver with id ftblibrary:edit_nbt_response
[18:24:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftblibrary:sync_known_server_registries
[18:24:13] [modloading-worker-0/INFO]: Registering C2S receiver with id itemfilters:main/14e7fa1454283aec8ae811ef844ada28
[18:24:13] [modloading-worker-0/INFO]: Registering S2C receiver with id itemfilters:main/14e7fa1454283aec8ae811ef844ada28
[18:24:13] [modloading-worker-0/INFO]: Registering C2S receiver with id itemfilters:main/8f6a899247753217b9d86ab427a2b279
[18:24:13] [modloading-worker-0/INFO]: Registering S2C receiver with id itemfilters:main/8f6a899247753217b9d86ab427a2b279
[18:24:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:sync_teams
[18:24:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:sync_message_history
[18:24:13] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:open_gui
[18:24:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:open_my_team_gui
[18:24:13] [modloading-worker-0/INFO]: Config directory defaultworldtype already exists. Skip creating.
[18:24:13] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:update_settings
[18:24:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:update_settings_response
[18:24:13] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:send_message
[18:24:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:send_message_response
[18:24:13] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:update_presence
[18:24:13] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:create_party
[18:24:13] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:player_gui_operation
[18:24:13] [modloading-worker-0/WARN]: Configuration file C:\Users\danie\curseforge\minecraft\Instances\Progress Through Skies\config\exnihilosequentia-common.toml is not correct. Correcting
[18:24:13] [modloading-worker-0/WARN]: Incorrect key pebble was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key pebble.pebbleDamage was corrected from null to its default, 0. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key barrel was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key barrel.barrelNumberOfBuckets was corrected from null to its default, 1. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key barrel.rainFillAmount was corrected from null to its default, 2. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key barrel.woodBarrelMaxTemp was corrected from null to its default, 300. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key barrel.showParticles was corrected from null to its default, true. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key barrel.netherBarrelSoundsEnabled was corrected from null to its default, true. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key barrel.mob_spawn was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key barrel.mob_spawn.secondsToSpawnMobs was corrected from null to its default, 10. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key barrel.compost was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key barrel.compost.maxSolidAmount was corrected from null to its default, 1000. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key barrel.compost.secondsToCompost was corrected from null to its default, 10. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key barrel.fluid_transform was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key barrel.fluid_transform.secondsToTransformFluid was corrected from null to its default, 10. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key crook was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key crook.maxBonusStringCount was corrected from null to its default, 3. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key crook.minStringCount was corrected from null to its default, 2. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key crook.vanillaDropSimulateCount was corrected from null to its default, 3. 
[18:24:13] [modloading-worker-0/INFO]: Forge mod loading, version 43.2.14, for MC 1.19.2 with MCP 20220805.130853
[18:24:13] [modloading-worker-0/INFO]: MinecraftForge v43.2.14 Initialized
[18:24:13] [modloading-worker-0/WARN]: Incorrect key crucible was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key crucible.ticksBetweenMelts was corrected from null to its default, 20. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key crucible.crucibleNumberOfBuckets was corrected from null to its default, 4. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key crucible.netherCrucibleSoundsEnabled was corrected from null to its default, true. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key crucible.wood was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key crucible.wood.woodHeatRate was corrected from null to its default, 2. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key infested_leaves was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key infested_leaves.secondsToTransformLeaves was corrected from null to its default, 10. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key infested_leaves.spreadChance was corrected from null to its default, 0.3. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key infested_leaves.ticksBetweenSpreadAttempt was corrected from null to its default, 100. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key sieve was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key sieve.flattenSieveRecipes was corrected from null to its default, true. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key sieve.sieveRange was corrected from null to its default, 2. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key sieve.enableMeshDurability was corrected from null to its default, false. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key sieve.meshStackSize was corrected from null to its default, 64. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key sieve.maxSieveClicks was corrected from null to its default, 10. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key sieve.netherSieveSoundsEnabled was corrected from null to its default, true. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key ore was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key ore.enableOreOverride was corrected from null to its default, false. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key ore.enableCopper was corrected from null to its default, true. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key ore.enableLead was corrected from null to its default, true. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key ore.enableNickel was corrected from null to its default, true. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key ore.enableSilver was corrected from null to its default, true. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key ore.enableTin was corrected from null to its default, true. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key ore.enableAluminum was corrected from null to its default, true. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key ore.enablePlatinum was corrected from null to its default, true. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key ore.enableUranium was corrected from null to its default, true. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key ore.enableZinc was corrected from null to its default, true. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key ore.enableIron was corrected from null to its default, true. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key ore.enableGold was corrected from null to its default, true. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.hammer was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.hammer.hammerWoodValue was corrected from null to its default, 128. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.hammer.hammerStoneValue was corrected from null to its default, 256. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.hammer.hammerIronValue was corrected from null to its default, 512. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.hammer.hammerGoldValue was corrected from null to its default, 64. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.hammer.hammerDiamondValue was corrected from null to its default, 4096. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.hammer.hammerNetheriteValue was corrected from null to its default, 8192. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.crook was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.crook.crookWoodValue was corrected from null to its default, 128. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.crook.crookStoneValue was corrected from null to its default, 256. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.crook.crookAndesiteValue was corrected from null to its default, 256. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.crook.crookGraniteValue was corrected from null to its default, 256. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.crook.crookDioriteValue was corrected from null to its default, 256. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.crook.crookGoldValue was corrected from null to its default, 64. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.crook.crookIronValue was corrected from null to its default, 512. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.crook.crookDiamondValue was corrected from null to its default, 2048. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.crook.crookNetheriteValue was corrected from null to its default, 8192. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.crook.crookBoneValue was corrected from null to its default, 256. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.mesh was corrected from null to its default, SimpleCommentedConfig:{}. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.mesh.meshStringValue was corrected from null to its default, 59. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.mesh.meshFlintValue was corrected from null to its default, 131. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.mesh.meshIronValue was corrected from null to its default, 250. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.mesh.meshDiamondValue was corrected from null to its default, 1561. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.mesh.meshEmeraldValue was corrected from null to its default, 1561. 
[18:24:13] [modloading-worker-0/WARN]: Incorrect key durability.mesh.meshNetheriteValue was corrected from null to its default, 2031. 
[18:24:14] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_quests
[18:24:14] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_team_data
[18:24:14] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:update_task_progress
[18:24:14] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:submit_task
[18:24:14] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:claim_reward
[18:24:14] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:claim_reward_response
[18:24:14] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_editing_mode
[18:24:14] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:get_emergency_items
[18:24:14] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:create_other_team_data
[18:24:14] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:claim_all_rewards
[18:24:14] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:claim_choice_reward
[18:24:14] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:display_completion_toast
[18:24:14] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:display_reward_toast
[18:24:14] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:display_item_reward_toast
[18:24:14] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:toggle_pinned
[18:24:14] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:toggle_pinned_response
[18:24:14] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:toggle_chapter_pinned
[18:24:14] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:toggle_chapter_pinned_response
